iter	Logloss
134	0.4161318843
135	0.4154466818
136	0.4150589326
137	0.4145671721
138	0.4141072591
139	0.4134527849
140	0.4128540247
141	0.4125797811
142	0.4122519092
143	0.411471144
144	0.411094871
145	0.4107283518
146	0.4104351054
147	0.4098930923
148	0.4096325086
149	0.4089978854
150	0.4088664552
151	0.4084781787
152	0.4079353295
153	0.4074445435
154	0.4069021796
155	0.4063637767
156	0.4056816179
157	0.4051750615
158	0.4047314242
159	0.404411205
160	0.4039069345
161	0.4035036148
162	0.4031629245
163	0.4028171629
164	0.4024310587
165	0.4020710066
166	0.4016523175
167	0.4011536491
168	0.4007514213
169	0.4004866941
170	0.4001531172
171	0.3994796903
172	0.3992659253
173	0.3987338291
174	0.3984216551
175	0.3979600199
176	0.3975957109
177	0.3974757064
178	0.3971531168
179	0.3970955334
180	0.3967008354
181	0.3963743824
182	0.3959210975
183	0.3955204333
184	0.3951426062
185	0.3949189231
186	0.3944509877
187	0.3942094925
188	0.3939388687
189	0.3934398736
190	0.3928746749
191	0.3925808788
192	0.3921314184
193	0.3917287216
194	0.3914270187
195	0.391328007
196	0.3911323633
197	0.3909615292
198	0.3906805514
199	0.3902556778
200	0.3899819081
201	0.3897828508
202	0.3897230766
203	0.3893698906
204	0.3890628119
205	0.3889777592
206	0.3887703251
207	0.3885105662
208	0.3882727108
209	0.3879801054
210	0.3878036864
211	0.387499933
212	0.3873525389
213	0.387015023
214	0.3869187129
215	0.3868680912
216	0.3864397805
217	0.3861098945
218	0.386040424
219	0.3857461691
220	0.3856167747
221	0.385572815
222	0.3852507785
223	0.3849730658
224	0.3848319984
225	0.3848046223
226	0.3846246622
227	0.3845913471
228	0.3843868454
229	0.3843114619
230	0.3841483903
231	0.3841270108
232	0.3839792613
233	0.3838217717
234	0.3834887786
235	0.3832797851
236	0.3830400715
237	0.3827305758
238	0.38256335
239	0.3822556419
240	0.3821493161
241	0.3819782883
242	0.3818207692
243	0.3816513666
244	0.3813298921
245	0.3812250241
246	0.381052631
247	0.3808598165
248	0.3807250789
249	0.3802832451
250	0.3800233483
251	0.3799556126
252	0.3795531134
253	0.3793659309
254	0.3791244055
255	0.3788871681
256	0.3787655314
257	0.3785085911
258	0.3784507951
259	0.3784303386
260	0.3780629228
261	0.3779897596
262	0.3778317343
263	0.3776137978
264	0.3774311475
265	0.3771819758
266	0.3770268424
267	0.3768283847
268	0.3766185285
269	0.3765253412
270	0.3762707455
271	0.3761188583
272	0.3759104429
273	0.3757260655
274	0.3755074305
275	0.3753412909
276	0.3751480952
277	0.3749671416
278	0.374844232
279	0.374695529
280	0.3745569193
281	0.3744389862
282	0.374376823
283	0.3741958126
284	0.3740168384
285	0.373847351
286	0.3736478643
287	0.3734354292
288	0.3733774187
289	0.3732170437
290	0.3730109727
291	0.3727276255
292	0.3725139378
293	0.3724666098
294	0.3722767186
295	0.3721191553
296	0.3720559827
297	0.3719379991
298	0.3719312069
299	0.3717964244
300	0.3716383747
301	0.371603265
302	0.3714306157
303	0.3713313471
304	0.3710795014
305	0.370868283
306	0.3706538284
307	0.3704715927
308	0.3702949273
309	0.3701569465
310	0.3700282351
311	0.3698603974
312	0.369769519
313	0.3695973894
314	0.3694737799
315	0.3693686977
316	0.3692709002
317	0.36908517
318	0.368911245
319	0.3687802991
320	0.3686546302
321	0.3684365853
322	0.3682241755
323	0.3680723284
324	0.3679928504
325	0.3679064425
326	0.3678157518
327	0.3676789858
328	0.3676118971
329	0.3675090228
330	0.3674676491
331	0.3673949816
332	0.3671920932
333	0.3671173648
334	0.3670897671
335	0.3670530879
336	0.3669668247
337	0.3669654543
338	0.3666866353
339	0.3665436421
340	0.3665016474
341	0.3664654392
342	0.3663271375
343	0.3662883398
344	0.366123172
345	0.3660915338
346	0.3660382688
347	0.365969483
348	0.3657671182
349	0.3656308494
350	0.3655563212
351	0.3655098527
352	0.3652472733
353	0.3651648898
354	0.3650513943
355	0.3648146155
356	0.3646183271
357	0.3645460987
358	0.3644798676
359	0.3642638005
360	0.3640738982
361	0.3639713649
362	0.3638166329
363	0.3637246932
364	0.3635937781
365	0.3635613413
366	0.3634426851
367	0.363286865
368	0.3632485663
369	0.3631835541
370	0.3631515008
371	0.3629173594
372	0.3628177162
373	0.362812018
374	0.3627966755
375	0.3626443412
376	0.3625042348
377	0.3624012591
378	0.3622596454
379	0.3622025274
380	0.362083627
381	0.3619597376
382	0.3617641265
383	0.3617228576
384	0.3616450896
385	0.3615940687
386	0.3615070338
387	0.3613777361
388	0.3612927564
389	0.3612682929
390	0.3610350284
391	0.3610048224
392	0.3608674766
393	0.3607047318
394	0.3606288224
395	0.3604805734
396	0.3604062321
397	0.3602156766
398	0.3601953467
399	0.3601722756
400	0.359944462
401	0.3598966252
402	0.3597880703
403	0.3596150817
404	0.3594364881
405	0.3593220299
406	0.359175386
407	0.3591510496
408	0.3590539393
409	0.3590456188
410	0.3589783893
411	0.3587528649
412	0.3586771008
413	0.3585386629
414	0.3584279864
415	0.3583606575
416	0.3581758393
417	0.3580464894
418	0.3579988275
419	0.3578398632
420	0.3578294855
421	0.3577102991
422	0.3576001282
423	0.3574514634
424	0.3573817358
425	0.3573101581
426	0.3572488454
427	0.3572167384
428	0.3572029817
429	0.3570634219
430	0.3569024714
431	0.3568916544
432	0.3566795231
433	0.3565515599
434	0.3564589099
435	0.3564085692
436	0.3563449374
437	0.3562652048
438	0.3562580689
439	0.3561250542
440	0.3560261574
441	0.355926339
442	0.355835727
443	0.355828205
444	0.3558017565
445	0.3557750891
446	0.3555911062
447	0.3554951703
448	0.3553723851
449	0.3552665038
450	0.3551252244
451	0.3551220496
452	0.3550300423
453	0.3549173752
454	0.3548706083
455	0.3548172831
456	0.3547132641
457	0.3545786667
458	0.3544467467
459	0.3544353686
460	0.3543762871
461	0.3541613173
462	0.3541051301
463	0.3539824699
464	0.3537927431
465	0.3537302781
466	0.3536332233
467	0.3535909406
468	0.3532845866
469	0.3531967102
470	0.3530377753
471	0.3529490771
472	0.352839166
473	0.3528221866
474	0.3527647522
475	0.3527226371
476	0.3525993912
477	0.3525416796
478	0.3524631693
479	0.3523445413
480	0.3522364129
481	0.3520958353
482	0.3520334159
483	0.3520048243
484	0.351945479
485	0.351841688
486	0.3517779737
487	0.3517414582
488	0.3516410209
489	0.3516063376
490	0.3514027004
491	0.3513222557
492	0.3512711223
493	0.3512378803
494	0.3511132285
495	0.3510740564
496	0.3510071447
497	0.35098654
498	0.3508359049
499	0.3508273408
500	0.3508142769
501	0.3507383339
502	0.3506459591
503	0.3506401607
504	0.350634303
505	0.3506265668
506	0.3505853367
507	0.3504921394
508	0.3504451756
509	0.350443503
510	0.3503396436
511	0.3502660024
512	0.3501021032
513	0.3500152043
514	0.3498643903
515	0.3498121574
516	0.3497555681
517	0.3496836283
518	0.3496195519
519	0.3494933866
520	0.3494809708
521	0.349437788
522	0.3493706586
523	0.3492440237
524	0.3491285636
525	0.3490882532
526	0.3490784079
527	0.3490221989
528	0.3489568105
529	0.3488770691
530	0.3488730063
531	0.3488380403
532	0.348792522
533	0.3487071042
534	0.3486786564
535	0.3486001793
536	0.3484937194
537	0.348456112
538	0.3484438698
539	0.3483314902
540	0.3482572404
541	0.3481273002
542	0.3480858706
543	0.3479814685
544	0.347958602
545	0.347898148
546	0.3478600482
547	0.3477493976
548	0.3476921871
549	0.347616566
550	0.3475467791
551	0.3474868172
552	0.3474839194
553	0.3474635069
554	0.3473841312
555	0.3472290964
556	0.3472169735
557	0.3471517867
558	0.3470795559
559	0.3470286338
560	0.3469605111
561	0.3468751836
562	0.3467875611
563	0.3467331429
564	0.3467274911
565	0.3466301448
566	0.3465623659
567	0.346468828
568	0.3464015685
569	0.3463011473
570	0.3462154121
571	0.3461458829
572	0.3460765903
573	0.3459972642
574	0.3459089444
575	0.3458892154
576	0.3458311548
577	0.3456453537
578	0.3455859715
579	0.3455595706
580	0.3454784373
581	0.345388415
582	0.345260327
583	0.3451745401
584	0.3451359624
585	0.3450144991
586	0.3449844724
587	0.3449280223
588	0.344845735
589	0.3447338235
590	0.3446319783
591	0.3445613157
592	0.3444227492
593	0.3444031695
594	0.3442838003
595	0.3442096502
596	0.3442086784
597	0.3441675063
598	0.3441674634
599	0.3441052021
600	0.3440088656
601	0.3439977781
602	0.3439510598
603	0.3438882058
604	0.3438026904
605	0.3437895733
606	0.3437029417
607	0.3436926118
608	0.3435559535
609	0.3434605477
610	0.3434285216
611	0.3433747242
612	0.343259387
613	0.3432317409
614	0.3432288436
615	0.3431824749
616	0.3431058965
617	0.3429982036
618	0.3428915031
619	0.3428815921
620	0.3428272056
621	0.3427919463
622	0.3427445964
623	0.3426694785
624	0.3426594431
625	0.3426264929
626	0.3425824718
627	0.3425173696
628	0.3424253948
629	0.342372769
630	0.3423416084
631	0.3422881202
632	0.3422673316
633	0.3421481088
634	0.342111321
635	0.3420720031
636	0.3419350792
637	0.3419167149
638	0.3418767905
639	0.3418723496
640	0.341869039
641	0.3418291727
642	0.3417989309
643	0.3417858842
644	0.3417829529
645	0.3417057838
646	0.341642058
647	0.3415751182
648	0.3413933318
649	0.3412777138
650	0.3411245825
651	0.3410778029
652	0.3410750397
653	0.3410143618
654	0.3409734812
655	0.3409049768
656	0.3408599614
657	0.3408125838
658	0.3407127488
659	0.3406657795
660	0.3405740599
661	0.3405374248
662	0.3403853099
663	0.3403378885
664	0.3402688631
665	0.340240974
666	0.3401874153
667	0.3401728919
668	0.3401177175
669	0.3400906463
670	0.3400133188
671	0.3399000001
672	0.3398470351
673	0.3398289697
674	0.3397236631
675	0.3396156829
676	0.339552154
677	0.3395092029
678	0.3394085538
679	0.3393946132
680	0.3393816352
681	0.3393695136
682	0.3392878308
683	0.3392318006
684	0.3390871072
685	0.3389933649
686	0.3389000014
687	0.3388526607
688	0.3387346637
689	0.3387077417
690	0.3386886794
691	0.338639476
692	0.3386017685
693	0.3385541631
694	0.3384109155
695	0.3383431637
696	0.3382668282
697	0.3382249557
698	0.3381619187
699	0.3381481982
700	0.3380845546
701	0.338083727
702	0.3380288879
703	0.3379830408
704	0.3378944846
705	0.3378371772
706	0.3377971204
707	0.3377856342
708	0.3377377964
709	0.3377301385
710	0.3376422161
711	0.337499915
712	0.3374274437
713	0.3373689794
714	0.3373006508
715	0.3372579353
716	0.3372128008
717	0.3372014334
718	0.3371093869
719	0.3370514947
720	0.3370491262
721	0.3370076124
722	0.336936122
723	0.3368530929
724	0.336790523
725	0.3367870883
726	0.3366863121
727	0.336547617
728	0.3365432204
729	0.3364795267
730	0.3364714173
731	0.3363880075
732	0.3363596329
733	0.3363375175
734	0.3363188893
735	0.3362245831
736	0.3360670977
737	0.3360462109
738	0.3359710691
739	0.3359087688
740	0.3357661264
741	0.3356710156
742	0.335478297
743	0.3354438995
744	0.3353937701
745	0.3353390645
746	0.3353054077
747	0.3352613307
748	0.3351546062
749	0.3351030935
750	0.3350141718
751	0.3349318455
752	0.3348917578
753	0.3348114607
754	0.3347451447
755	0.3347072149
756	0.3346619535
757	0.3346487367
758	0.3345660108
759	0.334505879
760	0.334437934
761	0.3343731048
762	0.3343668698
763	0.3343647119
764	0.3342914825
765	0.3342773629
766	0.3342262714
767	0.3342055248
768	0.3341549152
769	0.3340866461
770	0.3340559755
771	0.3339952209
772	0.3339622723
773	0.3339598862
774	0.3338737395
775	0.3338601044
776	0.333799177
777	0.3336578208
778	0.3335785323
779	0.3335377543
780	0.3335186508
781	0.3334172649
782	0.3333329805
783	0.3332902706
784	0.3332431084
785	0.3331401739
786	0.3331340397
787	0.3330860634
788	0.3330150304
789	0.3329621389
790	0.3329552308
791	0.3328998372
792	0.3327888269
793	0.3327451091
794	0.3326596118
795	0.3326206392
796	0.332574817
797	0.3325369772
798	0.332466436
799	0.3323813158
800	0.3323214956
801	0.3322955011
802	0.3321940985
803	0.3321329349
804	0.332075931
805	0.3320208576
806	0.3319250792
807	0.3318555877
808	0.331795747
809	0.331688406
810	0.331621463
811	0.33149895
812	0.3314609145
813	0.3313681595
814	0.3312754069
815	0.3312589664
816	0.3312181562
817	0.3311666642
818	0.3311626947
819	0.3310512571
820	0.3310032206
821	0.3309797869
822	0.3309326484
823	0.3308609887
824	0.33082079
825	0.3307521744
826	0.3306833409
827	0.3306534162
828	0.3305904804
829	0.330555319
830	0.330540499
831	0.3304600401
832	0.3304404921
833	0.3303556035
834	0.3302786324
835	0.3302775944
836	0.3302570306
837	0.3302522238
838	0.330225837
839	0.330141659
840	0.3300979812
841	0.3300333287
842	0.3299797052
843	0.32993509
844	0.329899392
845	0.3298350291
846	0.3297615713
847	0.3297557662
848	0.3296745019
849	0.3296596011
850	0.3295984104
851	0.3295572878
852	0.3295174768
853	0.3293996576
854	0.3293656417
855	0.3293116431
856	0.3292284513
857	0.3291682177
858	0.3291552224
859	0.3291185017
860	0.3290613716
861	0.3289821994
862	0.328964357
863	0.3288816624
864	0.3288577257
865	0.3287703221
866	0.3287082674
867	0.3286641865
868	0.3285938095
869	0.3284768567
870	0.328462934
871	0.3282874762
872	0.3281882246
873	0.3281623087
874	0.3281589524
875	0.3281138969
876	0.3280353875
877	0.3278773838
878	0.3277935104
879	0.327678035
880	0.3276710056
881	0.3276348041
882	0.3275684672
883	0.3274790787
884	0.3274547568
885	0.3274041152
886	0.3273707605
887	0.3273290626
888	0.3273095174
889	0.3273035115
890	0.3272506829
891	0.3272327479
892	0.3272135501
893	0.3272007641
894	0.3271494498
895	0.3270209555
896	0.3270084507
897	0.3269154051
898	0.3268863664
899	0.326869317
900	0.3268607742
901	0.3268319955
902	0.326769407
903	0.3267333747
904	0.3267149338
905	0.3266921664
906	0.3266765027
907	0.3266431845
908	0.3265909423
909	0.3265826348
910	0.326529853
911	0.3264914685
912	0.3264511918
913	0.326395013
914	0.3263313193
915	0.3261724164
916	0.3261491618
917	0.3261232419
918	0.3261011571
919	0.326042028
920	0.3259805053
921	0.3259483469
922	0.325920379
923	0.3258870951
924	0.3258578234
925	0.3258431644
926	0.3257445929
927	0.3257189714
928	0.3255631448
929	0.3255106158
930	0.3253994891
931	0.3253791732
932	0.3253751944
933	0.325319421
934	0.3252872536
935	0.3252327607
936	0.3251773897
937	0.3251629166
938	0.3250762004
939	0.3250283222
940	0.3249794939
941	0.3249487314
942	0.3249100161
943	0.3248649347
944	0.324817608
945	0.324728896
946	0.3246831492
947	0.3245343322
948	0.3244379661
949	0.3244132715
950	0.3243813172
951	0.3243320645
952	0.3242957974
953	0.3242711843
954	0.3242504084
955	0.3242291268
956	0.3241480171
957	0.3240840049
958	0.324043435
959	0.3240117281
960	0.3239926595
961	0.3239525583
962	0.3239194392
963	0.3238823398
964	0.3238654289
965	0.323845463
966	0.3238364031
967	0.323822699
968	0.3237955403
969	0.3237184357
970	0.3236769633
971	0.3236446413
972	0.323577928
973	0.3235639859
974	0.3235361659
975	0.3235086961
976	0.3234504172
977	0.3234298703
978	0.3233943401
979	0.3233693563
980	0.3233155974
981	0.3232902518
982	0.3232118911
983	0.3231880082
984	0.3231044796
985	0.3230512845
986	0.3230122533
987	0.3229929669
988	0.3229364273
989	0.3229172484
990	0.3228641596
991	0.3228602872
992	0.3228241347
993	0.3227979455
994	0.322764685
995	0.3227619503
996	0.3227369772
997	0.3226729482
998	0.3226340648
999	0.3225505201
