iter	Passed	Remaining
478	1345	1463
479	1348	1460
480	1350	1457
481	1353	1454
482	1355	1450
483	1358	1447
484	1360	1444
485	1363	1441
486	1365	1438
487	1368	1435
488	1371	1433
489	1373	1429
490	1375	1426
491	1377	1422
492	1379	1418
493	1381	1415
494	1384	1412
495	1386	1409
496	1389	1405
497	1391	1402
498	1394	1399
499	1396	1396
500	1399	1393
501	1401	1390
502	1404	1387
503	1406	1384
504	1409	1381
505	1412	1378
506	1415	1375
507	1417	1372
508	1420	1369
509	1422	1367
510	1425	1364
511	1427	1360
512	1433	1360
513	1435	1357
514	1437	1353
515	1439	1350
516	1441	1347
517	1444	1344
518	1447	1341
519	1449	1338
520	1452	1335
521	1454	1331
522	1456	1328
523	1459	1325
524	1460	1321
525	1462	1317
526	1464	1314
527	1466	1311
528	1469	1307
529	1472	1305
530	1474	1302
531	1477	1299
532	1479	1296
533	1482	1293
534	1486	1291
535	1488	1288
536	1491	1285
537	1493	1282
538	1495	1278
539	1497	1275
540	1500	1273
541	1503	1270
542	1505	1267
543	1507	1263
544	1510	1260
545	1513	1258
546	1516	1255
547	1518	1252
548	1521	1250
549	1524	1247
550	1527	1244
551	1530	1241
552	1532	1239
553	1535	1236
554	1538	1233
555	1541	1230
556	1543	1227
557	1546	1225
558	1549	1222
559	1551	1219
560	1554	1216
561	1557	1213
562	1560	1211
563	1568	1212
564	1571	1209
565	1573	1206
566	1576	1204
567	1579	1201
568	1582	1198
569	1584	1195
570	1587	1192
571	1590	1190
572	1593	1187
573	1595	1184
574	1598	1181
575	1601	1178
576	1604	1175
577	1607	1173
578	1613	1173
579	1615	1170
580	1618	1167
581	1621	1164
582	1623	1161
583	1626	1158
584	1629	1155
585	1632	1153
586	1634	1150
587	1637	1147
588	1639	1144
589	1642	1141
590	1644	1138
591	1647	1135
592	1649	1131
593	1651	1128
594	1653	1125
595	1655	1122
596	1657	1119
597	1660	1116
598	1662	1113
599	1665	1110
600	1667	1107
601	1670	1104
602	1672	1101
603	1680	1102
604	1682	1098
605	1685	1095
606	1687	1092
607	1690	1089
608	1692	1086
609	1694	1083
610	1697	1081
611	1701	1078
612	1703	1075
613	1706	1072
614	1708	1069
615	1711	1066
616	1713	1063
617	1716	1060
618	1718	1057
619	1721	1054
620	1723	1051
621	1726	1049
622	1728	1046
623	1731	1043
624	1733	1040
625	1736	1037
626	1738	1034
627	1741	1031
628	1743	1028
629	1746	1025
630	1748	1022
631	1751	1019
632	1753	1016
633	1756	1013
634	1758	1011
635	1761	1008
636	1763	1005
637	1766	1002
638	1768	999
639	1771	996
640	1773	993
641	1777	990
642	1779	987
643	1781	984
644	1784	982
645	1791	981
646	1795	979
647	1798	977
648	1802	974
649	1805	972
650	1808	969
651	1811	967
652	1815	964
653	1817	961
654	1820	958
655	1823	956
656	1827	953
657	1830	951
658	1833	948
659	1836	946
660	1840	943
661	1843	941
662	1846	938
663	1848	935
664	1850	932
665	1853	929
666	1855	926
667	1857	923
668	1859	919
669	1861	916
670	1863	913
671	1866	911
672	1869	908
673	1871	905
674	1874	902
675	1876	899
676	1878	896
677	1881	893
678	1883	890
679	1885	887
680	1888	884
681	1891	881
682	1895	879
683	1898	877
684	1901	874
685	1904	871
686	1906	868
687	1908	865
688	1911	862
689	1913	859
690	1915	856
691	1916	853
692	1919	850
693	1922	847
694	1928	846
695	1930	843
696	1932	840
697	1935	837
698	1937	834
699	1939	831
700	1942	828
701	1944	825
702	1947	822
703	1949	819
704	1952	816
705	1955	814
706	1958	811
707	1960	808
708	1964	806
709	1972	805
710	1974	802
711	1978	800
712	1981	797
713	1985	795
714	1988	792
715	1991	790
716	1995	787
717	1998	785
718	2001	782
719	2004	779
720	2007	776
721	2009	773
722	2012	770
723	2014	767
724	2016	765
725	2019	762
726	2021	759
727	2023	756
728	2025	753
729	2028	750
730	2031	747
731	2033	744
732	2035	741
733	2038	738
734	2048	738
735	2050	735
736	2053	732
737	2055	729
738	2058	726
739	2060	724
740	2063	721
741	2066	718
742	2071	716
743	2074	713
744	2076	710
745	2078	707
746	2081	704
747	2084	702
748	2086	699
749	2089	696
750	2092	693
751	2095	691
752	2097	688
753	2100	685
754	2103	682
755	2106	679
756	2109	677
757	2111	674
758	2114	671
759	2117	668
760	2120	666
761	2123	663
762	2126	660
763	2129	657
764	2132	655
765	2135	652
766	2137	649
767	2139	646
768	2142	643
769	2144	640
770	2147	637
771	2153	635
772	2156	633
773	2158	630
774	2161	627
775	2163	624
776	2165	621
777	2168	618
778	2170	615
779	2172	612
780	2175	609
781	2177	607
782	2180	604
783	2183	601
784	2186	598
785	2188	595
786	2191	593
787	2194	590
788	2197	587
789	2200	584
790	2203	582
791	2206	579
792	2208	576
793	2211	573
794	2214	571
795	2217	568
796	2220	565
797	2222	562
798	2226	560
799	2228	557
800	2231	554
801	2233	551
802	2236	548
803	2239	545
804	2242	543
805	2245	540
806	2247	537
807	2251	534
808	2253	531
809	2255	529
810	2257	526
811	2259	523
812	2262	520
813	2265	517
814	2268	514
815	2270	512
816	2273	509
817	2276	506
818	2279	503
819	2282	500
820	2284	498
821	2286	495
822	2289	492
823	2292	489
824	2295	486
825	2298	484
826	2301	481
827	2303	478
828	2306	475
829	2309	472
830	2312	470
831	2314	467
832	2317	464
833	2320	461
834	2323	459
835	2325	456
836	2328	453
837	2334	451
838	2337	448
839	2340	445
840	2342	442
841	2345	440
842	2346	437
843	2348	434
844	2350	431
845	2353	428
846	2356	425
847	2357	422
848	2360	419
849	2363	417
850	2365	414
851	2367	411
852	2370	408
853	2372	405
854	2375	402
855	2377	399
856	2380	397
857	2382	394
858	2385	391
859	2388	388
860	2391	386
861	2393	383
862	2395	380
863	2397	377
864	2400	374
865	2402	371
866	2405	368
867	2408	366
868	2410	363
869	2412	360
870	2415	357
871	2417	354
872	2419	352
873	2422	349
874	2424	346
875	2427	343
876	2429	340
877	2432	337
878	2434	335
879	2437	332
880	2440	329
881	2442	326
882	2445	323
883	2447	321
884	2449	318
885	2452	315
886	2454	312
887	2457	309
888	2459	307
889	2461	304
890	2464	301
891	2466	298
892	2469	295
893	2471	293
894	2473	290
895	2476	287
896	2479	284
897	2481	281
898	2484	279
899	2486	276
900	2489	273
901	2491	270
902	2494	267
903	2496	265
904	2499	262
905	2502	259
906	2504	256
907	2507	254
908	2510	251
909	2515	248
910	2519	246
911	2523	243
912	2526	240
913	2528	237
914	2532	235
915	2535	232
916	2538	229
917	2541	227
918	2545	224
919	2548	221
920	2551	218
921	2555	216
922	2561	213
923	2563	210
924	2566	208
925	2569	205
926	2572	202
927	2574	199
928	2576	196
929	2579	194
930	2581	191
931	2583	188
932	2585	185
933	2588	182
934	2590	180
935	2593	177
936	2595	174
937	2598	171
938	2600	168
939	2602	166
940	2605	163
941	2607	160
942	2609	157
943	2612	154
944	2615	152
945	2618	149
946	2621	146
947	2623	143
948	2626	141
949	2628	138
950	2630	135
951	2634	132
952	2635	129
953	2638	127
954	2640	124
955	2643	121
956	2645	118
957	2648	116
958	2650	113
959	2656	110
960	2658	107
961	2661	105
962	2664	102
963	2666	99
964	2668	96
965	2670	94
966	2673	91
967	2676	88
968	2678	85
969	2681	82
970	2684	80
971	2688	77
972	2692	74
973	2695	71
974	2698	69
975	2702	66
976	2706	63
977	2709	60
978	2712	58
979	2716	55
980	2719	52
981	2722	49
982	2724	47
983	2726	44
984	2729	41
985	2732	38
986	2733	36
987	2736	33
988	2738	30
989	2740	27
990	2743	24
991	2745	22
992	2748	19
993	2750	16
994	2753	13
995	2755	11
996	2757	8
997	2760	5
998	2762	2
999	2764	0
