iter	Logloss
337	0.3476759023
338	0.3475472332
339	0.347482685
340	0.3472995705
341	0.3471500905
342	0.3470792432
343	0.3467536064
344	0.3466155142
345	0.3464525237
346	0.346299748
347	0.3460748478
348	0.3458688287
349	0.3456545464
350	0.3455134013
351	0.345320414
352	0.3452568718
353	0.3449750434
354	0.3447305273
355	0.3446212008
356	0.344516276
357	0.3443744053
358	0.3442300697
359	0.344129432
360	0.3439821628
361	0.343895997
362	0.3436272232
363	0.3435018401
364	0.3433636842
365	0.3431535267
366	0.3428313315
367	0.3427292717
368	0.3425414924
369	0.3423624191
370	0.342067647
371	0.3419212732
372	0.34183775
373	0.3417355859
374	0.341595727
375	0.3415927512
376	0.3414045434
377	0.3413064867
378	0.3410291186
379	0.3408405293
380	0.340688015
381	0.3404980785
382	0.3403801802
383	0.3403257545
384	0.340264122
385	0.3402438873
386	0.3401545805
387	0.3400437486
388	0.3399068684
389	0.3398914758
390	0.3398121004
391	0.3396039929
392	0.3395530519
393	0.3394860292
394	0.3393703823
395	0.3391869322
396	0.3391132736
397	0.33899869
398	0.3387543421
399	0.338603862
400	0.3384900602
401	0.3384220634
402	0.3383838307
403	0.338300283
404	0.3381400294
405	0.337991082
406	0.3378908827
407	0.3377183868
408	0.3374442773
409	0.3373699164
410	0.3372503655
411	0.3370859097
412	0.3368826387
413	0.3367706773
414	0.3366941849
415	0.3365948523
416	0.3364555325
417	0.336315663
418	0.3361874033
419	0.3361125962
420	0.3359121995
421	0.3357141046
422	0.335643348
423	0.3355256978
424	0.3353787373
425	0.335167538
426	0.3350434844
427	0.334968916
428	0.3348692409
429	0.3347819482
430	0.3346837175
431	0.3345893438
432	0.3345340145
433	0.3343698075
434	0.3342184117
435	0.334061574
436	0.3340073305
437	0.3337186488
438	0.3335450845
439	0.3333896678
440	0.3333409936
441	0.3332269212
442	0.3331706379
443	0.3330848251
444	0.3330765822
445	0.3328083265
446	0.3327260206
447	0.332638977
448	0.3325868528
449	0.3324466908
450	0.3323589816
451	0.3321635794
452	0.3320661297
453	0.3319964753
454	0.3319513973
455	0.3317641859
456	0.3315473637
457	0.3313108113
458	0.3312400146
459	0.3312022185
460	0.3310409207
461	0.3309723771
462	0.3308907092
463	0.3306314784
464	0.330498724
465	0.3304045194
466	0.3301977695
467	0.3300173964
468	0.3299613509
469	0.3298842797
470	0.3298073934
471	0.3297740415
472	0.3297386878
473	0.3295110569
474	0.329421918
475	0.3293289378
476	0.3291287951
477	0.3290560886
478	0.3289891442
479	0.3289088385
480	0.3288361435
481	0.3286549563
482	0.3283556692
483	0.328248565
484	0.3281706862
485	0.3280669831
486	0.3278777713
487	0.3277865101
488	0.3277083685
489	0.3276841484
490	0.3274719055
491	0.327450328
492	0.3274222419
493	0.3273722332
494	0.3272271724
495	0.3271099626
496	0.3269932979
497	0.3268460475
498	0.3267647952
499	0.3266755303
500	0.3265884978
501	0.3264790535
502	0.3263723969
503	0.3262043972
504	0.3259987525
505	0.3257721996
506	0.3256491317
507	0.3256265765
508	0.3255481181
509	0.3255037963
510	0.3252561316
511	0.325094385
512	0.3249692515
513	0.3249359649
514	0.3249018179
515	0.3248383472
516	0.3247871381
517	0.3247319518
518	0.3246751017
519	0.3246500313
520	0.3244863104
521	0.3243228963
522	0.3241791492
523	0.3241048877
524	0.324094286
525	0.3240403798
526	0.3239776741
527	0.3238714266
528	0.3237127768
529	0.3236320188
530	0.3234802177
531	0.3234444931
532	0.3233297754
533	0.3232145696
534	0.3231600892
535	0.3230934063
536	0.3229609098
537	0.3229547583
538	0.3228005037
539	0.3226549713
540	0.3225736039
541	0.3223689288
542	0.3223541863
543	0.3223014003
544	0.3221919915
545	0.322108738
546	0.3220321019
547	0.3220038611
548	0.3218959352
549	0.3217511325
550	0.3216798369
551	0.3214886485
552	0.3212882813
553	0.321203321
554	0.3210372933
555	0.3209657208
556	0.3208260211
557	0.3206741796
558	0.3206101576
559	0.3205301811
560	0.320370407
561	0.3202440918
562	0.3201052113
563	0.3200908697
564	0.3200011264
565	0.3197991889
566	0.3197053597
567	0.3196123083
568	0.3195739039
569	0.3193999773
570	0.3193174784
571	0.3192510887
572	0.3190646711
573	0.3189833699
574	0.3189301016
575	0.3188561321
576	0.3187682543
577	0.318696959
578	0.3186319789
579	0.3184899647
580	0.3183908922
581	0.3182449353
582	0.3181544214
583	0.3180630006
584	0.317915255
585	0.3178401509
586	0.3178090099
587	0.3177344549
588	0.3176790781
589	0.3176177558
590	0.3174912095
591	0.3172859991
592	0.3172643271
593	0.3171800439
594	0.3171142898
595	0.3171004614
596	0.3169779798
597	0.3168974408
598	0.3168550328
599	0.3166724003
600	0.3165365362
601	0.3164826983
602	0.3162857425
603	0.3162669915
604	0.3160941165
605	0.3159733162
606	0.3159466139
607	0.3158277483
608	0.3156824935
609	0.3155598187
610	0.3155098358
611	0.3153798518
612	0.3152647094
613	0.3151544116
614	0.3151231055
615	0.3151126238
616	0.3149578147
617	0.3148838823
618	0.3148133843
619	0.314757145
620	0.3146049527
621	0.3145308162
622	0.3144310849
623	0.3143288106
624	0.3142471836
625	0.3140812137
626	0.3140602362
627	0.3139877603
628	0.3138733863
629	0.3138379178
630	0.3137004662
631	0.3135083728
632	0.3133060688
633	0.3132843288
634	0.3132365507
635	0.3130773398
636	0.3130278822
637	0.3129118761
638	0.3128453692
639	0.3126785266
640	0.3125459195
641	0.3124682746
642	0.3123470371
643	0.3123282944
644	0.3121708225
645	0.311973593
646	0.3118841073
647	0.3117121114
648	0.3116618441
649	0.311568961
650	0.3114479382
651	0.3113991168
652	0.3111807514
653	0.311152976
654	0.3108809519
655	0.3108055487
656	0.3106136309
657	0.3104968529
658	0.3103748488
659	0.310296803
660	0.3102028494
661	0.3099915173
662	0.3099359417
663	0.3099236669
664	0.3097923688
665	0.3097045029
666	0.309637454
667	0.3096043988
668	0.3093582162
669	0.3092378892
670	0.3091942038
671	0.3091129495
672	0.3090520479
673	0.3089349745
674	0.3089054067
675	0.3087116306
676	0.3085329744
677	0.3084022881
678	0.3081874816
679	0.308114248
680	0.3080331209
681	0.3078631511
682	0.3078008219
683	0.3077537796
684	0.3076320648
685	0.3074674625
686	0.3073772416
687	0.3072623036
688	0.3071473424
689	0.3069711037
690	0.3069609963
691	0.3067439643
692	0.306581182
693	0.3065072369
694	0.3064484292
695	0.3063512877
696	0.3061499355
697	0.3060318074
698	0.3059574689
699	0.3058134353
700	0.3056310333
701	0.3054442982
702	0.3052476321
703	0.3052141296
704	0.3051607437
705	0.3050728296
706	0.305024174
707	0.3049436966
708	0.3048435189
709	0.3047173264
710	0.3046489632
711	0.304561833
712	0.3045004831
713	0.3042666173
714	0.3040884804
715	0.303993441
716	0.3039515602
717	0.3037602669
718	0.3036632324
719	0.3034510548
720	0.3033675591
721	0.3032976308
722	0.3031814073
723	0.3030637643
724	0.302928814
725	0.3028147425
726	0.3027127172
727	0.3026707216
728	0.3025563776
729	0.3022508821
730	0.302147372
731	0.3019311001
732	0.3017856708
733	0.3017037026
734	0.3015727025
735	0.3014984609
736	0.3014158489
737	0.3013343029
738	0.3013007843
739	0.3012714046
740	0.301252726
741	0.301234552
742	0.3011052139
743	0.3009288966
744	0.300923228
745	0.3008558947
746	0.3007719654
747	0.3006037813
748	0.3005031524
749	0.3003108879
750	0.3001952779
751	0.3001428757
752	0.3000866849
753	0.2999786405
754	0.2997808286
755	0.299735668
756	0.2997195766
757	0.2996496404
758	0.299570448
759	0.2995162508
760	0.29938312
761	0.2992651164
762	0.2991915341
763	0.299127498
764	0.2990970947
765	0.2989205752
766	0.2988867434
767	0.2988008508
768	0.2987422995
769	0.2986011115
770	0.2984965968
771	0.2984321673
772	0.2982864199
773	0.2982129256
774	0.2981090326
775	0.2980575904
776	0.2980365579
777	0.2979833456
778	0.2979033389
779	0.2978239303
780	0.2977471417
781	0.2976861113
782	0.2975567341
783	0.2974656095
784	0.297345036
785	0.2972326062
786	0.2970798564
787	0.2969749756
788	0.2969262764
789	0.2968164624
790	0.2967689581
791	0.2965874275
792	0.2965155054
793	0.2964591506
794	0.2962101321
795	0.2961191273
796	0.2960885462
797	0.2959927186
798	0.295915166
799	0.295852068
800	0.2957287307
801	0.2954295208
802	0.2953556288
803	0.2950163427
804	0.2949457509
805	0.2947588281
806	0.2946567609
807	0.294604512
808	0.2944454997
809	0.2944424664
810	0.2943240368
811	0.294259417
812	0.294198477
813	0.2941446825
814	0.2940060095
815	0.2939129499
816	0.293843684
817	0.2937172847
818	0.2936823449
819	0.2936181213
820	0.2935266798
821	0.2934462138
822	0.2933616016
823	0.293232076
824	0.2931690358
825	0.2931018451
826	0.2930411635
827	0.2929772897
828	0.2928087855
829	0.2926178243
830	0.292471213
831	0.2924240411
832	0.2923702374
833	0.2923496547
834	0.2922856702
835	0.292234966
836	0.2921893018
837	0.292115942
838	0.2920312083
839	0.2919748994
840	0.2918474896
841	0.2917459735
842	0.291741483
843	0.2915065492
844	0.2914010166
845	0.2913046587
846	0.2912453841
847	0.2912090376
848	0.291096374
849	0.2909286136
850	0.2908623131
851	0.2906637845
852	0.2905469954
853	0.2905082616
854	0.2904001116
855	0.2903118914
856	0.2902636641
857	0.2901908071
858	0.2901568208
859	0.2901355477
860	0.2900701702
861	0.2899892753
862	0.289786858
863	0.2896631153
864	0.2896123789
865	0.2894901243
866	0.2893781754
867	0.2893016393
868	0.2891615798
869	0.2888642443
870	0.2888260899
871	0.2886268093
872	0.288524378
873	0.2884255093
874	0.2882816955
875	0.2882481995
876	0.288161755
877	0.2881106936
878	0.288021658
879	0.2879685645
880	0.2878969442
881	0.2877934026
882	0.2876753621
883	0.2875168796
884	0.2874780131
885	0.2874017149
886	0.2873675494
887	0.2872397348
888	0.2871615348
889	0.2871389223
890	0.2870436438
891	0.2869875926
892	0.2869476619
893	0.2868823786
894	0.2868066844
895	0.2867252719
896	0.2866020977
897	0.2865646097
898	0.2864434204
899	0.2863951042
900	0.2862615736
901	0.2862064821
902	0.2861659694
903	0.2861006327
904	0.2860276234
905	0.2859212096
906	0.2857821926
907	0.2857181047
908	0.2856281272
909	0.2855626705
910	0.2853856227
911	0.2852893235
912	0.2852602511
913	0.2851542926
914	0.2850440593
915	0.2849800404
916	0.2848740323
917	0.2848335446
918	0.2848061329
919	0.2847537851
920	0.2846001365
921	0.284527782
922	0.2844260786
923	0.2843321137
924	0.2842687245
925	0.2840956383
926	0.2840068797
927	0.2838976693
928	0.283826716
929	0.2837660953
930	0.2836631911
931	0.2835969609
932	0.2835544007
933	0.2834668142
934	0.2832212423
935	0.2831834972
936	0.2830192094
937	0.2826387918
938	0.2825657833
939	0.2824445621
940	0.2823953471
941	0.2821943938
942	0.2820346785
943	0.2819969263
944	0.2818941966
945	0.2816637621
946	0.2816181283
947	0.2815285285
948	0.2814818617
949	0.2813478356
950	0.2810008792
951	0.2809250617
952	0.2808455212
953	0.2807565835
954	0.2806335263
955	0.2805815556
956	0.280337843
957	0.2802914003
958	0.2802178544
959	0.2800916542
960	0.2799105222
961	0.279606949
962	0.2795734808
963	0.2794724659
964	0.279427761
965	0.2793136851
966	0.2790958284
967	0.2790308223
968	0.2788113672
969	0.2787467718
970	0.2784745075
971	0.2782906872
972	0.2782659489
973	0.2781034123
974	0.2779824381
975	0.277939055
976	0.2778873935
977	0.2777474345
978	0.2775230048
979	0.2774436176
980	0.2773886327
981	0.2770916125
982	0.2769547183
983	0.2768288027
984	0.2768112554
985	0.2767307778
986	0.2766590224
987	0.2766357051
988	0.2765682576
989	0.2764822214
990	0.2762657925
991	0.2761772959
992	0.2761162357
993	0.2759578037
994	0.2759102681
995	0.2757631612
996	0.2756779386
997	0.2755929825
998	0.2755336324
999	0.2754858931
