iter	Logloss
824	0.2921734304
825	0.292082009
826	0.2920393161
827	0.2918868536
828	0.291795764
829	0.2917133087
830	0.2916632201
831	0.2916162334
832	0.2915547428
833	0.2914797963
834	0.2914094241
835	0.2913953204
836	0.2913353472
837	0.2912443913
838	0.2911789008
839	0.2911355706
840	0.291022403
841	0.2910108921
842	0.2909678602
843	0.2909227867
844	0.290790622
845	0.2907068721
846	0.2905182566
847	0.2904084107
848	0.2901926297
849	0.2901719069
850	0.2898960649
851	0.2898052322
852	0.2895909445
853	0.289579296
854	0.2894362021
855	0.2891673683
856	0.28907304
857	0.289018617
858	0.2889671822
859	0.288842937
860	0.288763964
861	0.2885844478
862	0.2884637163
863	0.2882943237
864	0.2882450622
865	0.2881253317
866	0.2880778944
867	0.2879704744
868	0.2879042914
869	0.287865985
870	0.2878033207
871	0.287719214
872	0.2875397238
873	0.2874443148
874	0.2874100329
875	0.2873476635
876	0.2873054759
877	0.2872437847
878	0.2872026215
879	0.2871440022
880	0.2870508364
881	0.2869319319
882	0.2868522666
883	0.2867884167
884	0.2867023598
885	0.2865930987
886	0.2865546344
887	0.2865139536
888	0.2864360029
889	0.286346872
890	0.2862650591
891	0.2862149038
892	0.2860806476
893	0.286037293
894	0.2859323657
895	0.285833468
896	0.2857896221
897	0.2855264328
898	0.2853893359
899	0.2853345948
900	0.2852736973
901	0.2851685444
902	0.2851150708
903	0.2850350781
904	0.284994971
905	0.2849493306
906	0.2847537378
907	0.2846849006
908	0.2846416517
909	0.2845958483
910	0.2844919407
911	0.2844411279
912	0.2844069097
913	0.284301533
914	0.2842339277
915	0.2841421526
916	0.2840700951
917	0.2840295841
918	0.2839819887
919	0.2838402813
920	0.2837914885
921	0.2837040601
922	0.2836669699
923	0.2836364653
924	0.2836018929
925	0.2835522995
926	0.2834707809
927	0.2833722448
928	0.2831160412
929	0.283087946
930	0.283031932
931	0.282945883
932	0.2829008488
933	0.2828571621
934	0.2827256836
935	0.2826598166
936	0.2825518169
937	0.2824278253
938	0.2822753365
939	0.2821959919
940	0.2821615243
941	0.2819712243
942	0.2819486247
943	0.2818603173
944	0.2817683497
945	0.2817320603
946	0.2816053266
947	0.2814977136
948	0.281324291
949	0.2811193668
950	0.2809255528
951	0.2808808746
952	0.2808149837
953	0.2807507723
954	0.2806610364
955	0.2806206237
956	0.2803926104
957	0.2803415622
958	0.2802690992
959	0.280025991
960	0.2799077229
961	0.2798478718
962	0.2797974964
963	0.2794307362
964	0.2793419754
965	0.2792685158
966	0.2792487339
967	0.2791879236
968	0.2790753213
969	0.2790056412
970	0.2788738907
971	0.2786038548
972	0.2784891099
973	0.2784439844
974	0.2783476974
975	0.2783124424
976	0.2782813138
977	0.2782480333
978	0.2781346622
979	0.2779989124
980	0.2779516658
981	0.2778816929
982	0.2778706377
983	0.2778088922
984	0.2775278526
985	0.2774997684
986	0.2774512842
987	0.2773731147
988	0.2771559542
989	0.2770725439
990	0.2769078024
991	0.2768268675
992	0.2767576696
993	0.2766877015
994	0.2766096956
995	0.2763624743
996	0.2762602874
997	0.2762494007
998	0.2759976575
999	0.2759649458
