iter	Passed	Remaining
488	597	624
489	598	623
490	600	622
491	601	620
492	602	619
493	603	618
494	604	616
495	605	615
496	606	614
497	608	612
498	609	611
499	610	610
500	611	609
501	612	607
502	613	606
503	614	605
504	616	603
505	617	602
506	618	601
507	619	599
508	620	598
509	621	597
510	623	596
511	624	594
512	625	593
513	626	592
514	627	591
515	628	589
516	629	588
517	630	587
518	632	585
519	633	584
520	634	582
521	635	581
522	636	580
523	637	578
524	638	577
525	639	576
526	640	574
527	641	573
528	642	572
529	643	570
530	644	569
531	646	568
532	647	566
533	648	565
534	658	571
535	659	570
536	660	569
537	661	568
538	662	566
539	663	565
540	665	564
541	667	564
542	668	562
543	669	561
544	670	560
545	672	558
546	673	557
547	674	556
548	675	554
549	676	553
550	677	552
551	678	550
552	679	549
553	680	548
554	682	547
555	683	545
556	684	544
557	685	543
558	686	541
559	687	540
560	688	539
561	690	537
562	691	536
563	692	535
564	693	533
565	694	532
566	695	530
567	696	529
568	697	528
569	698	526
570	699	525
571	700	524
572	701	522
573	702	521
574	703	520
575	705	519
576	706	517
577	707	516
578	708	515
579	709	513
580	710	512
581	711	511
582	712	509
583	713	508
584	715	507
585	716	506
586	717	504
587	718	503
588	719	502
589	720	500
590	721	499
591	723	498
592	724	497
593	725	495
594	726	494
595	727	493
596	728	491
597	729	490
598	730	489
599	732	488
600	733	486
601	734	485
602	735	484
603	736	482
604	737	481
605	738	480
606	739	478
607	740	477
608	742	476
609	750	479
610	751	478
611	752	477
612	753	475
613	754	474
614	756	473
615	757	471
616	758	470
617	759	469
618	759	467
619	761	466
620	762	465
621	763	463
622	764	462
623	764	460
624	765	459
625	766	458
626	767	456
627	769	455
628	770	454
629	771	452
630	772	451
631	773	450
632	774	448
633	775	447
634	776	446
635	777	445
636	778	443
637	779	442
638	780	441
639	781	439
640	783	438
641	784	437
642	785	436
643	786	434
644	787	433
645	788	432
646	790	431
647	791	429
648	791	428
649	793	427
650	794	425
651	795	424
652	796	423
653	797	421
654	799	420
655	800	419
656	802	418
657	803	417
658	805	416
659	807	415
660	808	414
661	810	413
662	811	412
663	812	411
664	814	410
665	815	408
666	816	407
667	818	406
668	819	405
669	821	404
670	822	403
671	823	402
672	824	400
673	825	399
674	826	398
675	828	396
676	829	395
677	830	394
678	831	393
679	832	391
680	833	390
681	834	389
682	835	387
683	837	386
684	838	385
685	839	384
686	840	382
687	841	381
688	843	380
689	844	379
690	845	378
691	846	376
692	848	375
693	849	374
694	850	373
695	851	371
696	852	370
697	853	369
698	854	368
699	856	366
700	857	365
701	858	364
702	859	363
703	860	361
704	861	360
705	863	359
706	864	358
707	865	356
708	866	355
709	867	354
710	868	353
711	869	351
712	870	350
713	872	349
714	873	348
715	874	346
716	875	345
717	876	344
718	877	343
719	878	341
720	880	340
721	880	339
722	881	337
723	883	336
724	884	335
725	885	334
726	886	332
727	887	331
728	888	330
729	889	329
730	890	327
731	892	326
732	893	325
733	894	324
734	895	322
735	896	321
736	897	320
737	898	319
738	899	317
739	900	316
740	902	315
741	903	314
742	904	312
743	905	311
744	906	310
745	907	309
746	908	307
747	910	306
748	911	305
749	912	304
750	913	302
751	914	301
752	915	300
753	916	299
754	917	297
755	919	296
756	920	295
757	921	294
758	922	292
759	923	291
760	924	290
761	925	289
762	926	287
763	927	286
764	928	285
765	935	285
766	937	284
767	938	283
768	939	282
769	940	280
770	941	279
771	942	278
772	943	277
773	945	275
774	946	274
775	947	273
776	948	272
777	949	270
778	950	269
779	951	268
780	953	267
781	953	265
782	954	264
783	955	263
784	957	262
785	958	260
786	959	259
787	960	258
788	961	257
789	962	255
790	963	254
791	964	253
792	966	252
793	967	250
794	968	249
795	969	248
796	970	247
797	976	247
798	977	245
799	979	244
800	983	244
801	984	243
802	986	242
803	988	241
804	992	240
805	994	239
806	995	238
807	996	236
808	998	235
809	999	234
810	1000	233
811	1001	231
812	1002	230
813	1004	229
814	1005	228
815	1006	226
816	1007	225
817	1008	224
818	1009	223
819	1010	221
820	1012	220
821	1013	219
822	1014	218
823	1015	216
824	1016	215
825	1017	214
826	1018	213
827	1019	211
828	1020	210
829	1021	209
830	1023	208
831	1024	206
832	1025	205
833	1026	204
834	1027	203
835	1028	201
836	1029	200
837	1031	199
838	1032	198
839	1033	196
840	1034	195
841	1035	194
842	1036	193
843	1037	191
844	1038	190
845	1040	189
846	1049	189
847	1050	188
848	1052	187
849	1053	185
850	1054	184
851	1056	183
852	1061	182
853	1062	181
854	1064	180
855	1065	179
856	1066	177
857	1067	176
858	1069	175
859	1070	174
860	1072	173
861	1073	171
862	1074	170
863	1075	169
864	1077	168
865	1078	166
866	1079	165
867	1081	164
868	1082	163
869	1083	161
870	1084	160
871	1086	159
872	1087	158
873	1088	156
874	1089	155
875	1091	154
876	1093	153
877	1096	152
878	1098	151
879	1099	149
880	1101	148
881	1102	147
882	1103	146
883	1104	144
884	1106	143
885	1107	142
886	1108	141
887	1109	139
888	1111	138
889	1112	137
890	1113	136
891	1114	134
892	1115	133
893	1117	132
894	1118	131
895	1119	129
896	1120	128
897	1122	127
898	1123	126
899	1125	125
900	1126	123
901	1127	122
902	1128	121
903	1130	120
904	1131	118
905	1132	117
906	1133	116
907	1135	115
908	1136	113
909	1137	112
910	1138	111
911	1140	110
912	1141	108
913	1142	107
914	1143	106
915	1144	104
916	1146	103
917	1147	102
918	1148	101
919	1149	99
920	1150	98
921	1151	97
922	1153	96
923	1154	94
924	1155	93
925	1156	92
926	1157	91
927	1159	89
928	1160	88
929	1161	87
930	1162	86
931	1164	84
932	1165	83
933	1166	82
934	1167	81
935	1169	79
936	1170	78
937	1171	77
938	1172	76
939	1174	74
940	1175	73
941	1176	72
942	1177	71
943	1179	69
944	1180	68
945	1181	67
946	1183	66
947	1184	64
948	1185	63
949	1187	62
950	1188	61
951	1189	59
952	1191	58
953	1192	57
954	1194	56
955	1195	55
956	1196	53
957	1197	52
958	1198	51
959	1199	49
960	1201	48
961	1202	47
962	1203	46
963	1204	44
964	1205	43
965	1206	42
966	1207	41
967	1208	39
968	1210	38
969	1211	37
970	1214	36
971	1215	35
972	1216	33
973	1217	32
974	1218	31
975	1220	30
976	1221	28
977	1222	27
978	1223	26
979	1224	24
980	1225	23
981	1226	22
982	1227	21
983	1228	19
984	1230	18
985	1231	17
986	1232	16
987	1233	14
988	1234	13
989	1235	12
990	1236	11
991	1237	9
992	1238	8
993	1240	7
994	1241	6
995	1242	4
996	1243	3
997	1244	2
998	1245	1
999	1246	0
